,0,1,2,3
"(11, 8)",-0.55,-0.4875,-25.0,-25.0
"(11, 9)",-25.0,-0.54375,-25.0,-0.713125
"(13, 1)",-0.74125,-25.0,-25.0,-0.60625
"(14, 1)",-25.0,-25.0,-0.7665624999999999,-0.60625
"(15, 1)",-25.0,-25.0,-0.7918749999999999,-0.60625
"(16, 1)",-25.0,-25.0,-0.8146562499999999,-0.60625
"(17, 1)",-0.766875,-25.0,-0.8146562499999999,-0.60625
"(18, 1)",-25.0,-25.0,-0.7159375,-0.55
"(19, 1)",-0.60625,-37.6125,-0.73590625,-0.60625
"(20, 1)",-25.0,-25.0,-0.713125,-0.60625
"(19, 2)",-0.656875,-0.690625,-25.0,-25.0
"(19, 3)",-25.0,-0.7384374999999999,-25.0,-25.0
"(17, 2)",-0.7075,-0.84871875,-25.0,-25.0
"(17, 3)",-25.0,-0.7693749999999999,-25.0,-25.0
"(21, 1)",-0.60625,-25.0,-0.74125,-25.0
"(21, 2)",-0.4875,-0.6821875,-25.0,-25.0
"(21, 3)",-0.25,-0.375,-25.0,-25.0
"(21, 4)",-0.25,-0.25,-25.0,0.0
"(21, 5)",0.0,-0.25,0.0,0.0
"(14, 7)",-25.0,-25.0,-0.7103124999999999,-0.67965625
"(15, 7)",-25.0,-25.0,-0.7865312499999999,-25.0
"(8, 5)",-25.0,-25.0,-1.035632734375,-0.9795
"(7, 5)",-43.974999999999994,-37.832296875,-1.1701542578125,-1.066984375
"(6, 5)",-25.0,-37.9482706640625,-0.9996093749999999,-1.172906640625
"(5, 5)",-25.0,-25.0,-25.0,-1.0184116406250001
"(12, 9)",-25.0,-25.0,-0.650625,-0.84871875
"(13, 9)",-0.8512500000000001,-37.6125,-0.791875,-25.0
"(13, 10)",-0.7725,-0.7640312499999999,-25.0,-25.0
"(13, 11)",-25.0,-0.7384374999999999,-0.7978125,-0.713125
"(12, 11)",-25.0,-25.0,-0.721875,-0.74125
"(14, 11)",-25.0,-25.0,-0.74125,-0.60625
"(15, 11)",-25.0,-0.55,-0.60625,-0.656875
"(15, 10)",-0.656875,-0.60625,-25.0,-25.0
"(15, 9)",-0.690625,-37.6125,-25.0,-0.55
"(16, 11)",-25.0,-25.0,-0.690625,-0.713125
"(17, 11)",-25.0,-25.0,-0.7384374999999999,-25.0
"(16, 9)",-25.0,-25.0,-0.6821875,-0.55
"(17, 9)",-25.0,-0.656875,-0.690625,-25.0
"(17, 8)",-0.7665624999999999,-0.60625,-25.0,-25.0
"(17, 7)",-0.7384374999999999,-0.656875,-25.0,-25.0
"(17, 6)",-0.74125,-0.713125,-25.0,-25.0
"(17, 5)",-0.7384374999999999,-25.0,-25.0,-0.4875
"(18, 5)",-25.0,-25.0,-0.4875,-0.375
"(19, 5)",-25.0,-37.6125,-0.4875,-25.0
"(11, 11)",-0.8259375,-25.0,-0.8259375,-0.7946875
"(10, 11)",-25.0,-25.0,-0.800625,-0.75
"(11, 12)",-0.84871875,-0.8200000000000001,-25.0,-25.0
"(9, 11)",-25.0,-0.9821875,-25.0,-0.91875
"(9, 10)",-1.0429374999999999,-1.0309905468749998,-25.0,-37.6125
"(9, 9)",-1.0385554687499998,-25.0,-25.0,-25.0
"(11, 13)",-25.0,-0.8146562499999999,-0.713125,-0.8765624999999999
"(10, 13)",-25.0,-25.0,-0.4875,-0.7612187499999998
"(9, 13)",-25.0,-25.0,-25.0,-0.4875
"(12, 13)",-25.0,-25.0,-0.7665625,-0.8287500000000001
"(13, 13)",-0.940421875,-25.0,-0.7865312499999999,-0.656875
"(14, 13)",-25.0,-25.0,-0.6625,-0.538125
"(13, 14)",-1.02325,-0.904828125,-25.0,-25.0
"(15, 13)",-25.0,-25.0,-0.54375,-25.0
"(13, 15)",-37.8819234375,-0.9785015625,-1.0574218750000002,-0.9979375000000001
"(14, 15)",-25.0,-25.0,-1.114009375,-1.01064296875
"(15, 15)",-25.0,-25.0,-1.1476117187500001,-1.08721328125
"(12, 15)",-25.0,-25.0,-1.0485625,-0.8920312499999999
"(11, 15)",-0.9118750000000001,-25.0,-0.860109375,-0.9529218749999999
"(16, 15)",-25.0,-25.0,-1.1381265625,-1.347251484375
"(17, 15)",-25.0,-25.0,-1.2522445312500001,-37.5
"(10, 15)",-25.0,-25.0,-0.86390625,-0.9173437499999999
"(9, 15)",-44.13109375,-25.0,-0.9585625000000001,-0.9529218749999999
"(11, 16)",-0.7725000000000001,-0.9541875,-25.0,-25.0
"(11, 17)",-25.0,-0.7637499999999999,-0.7725000000000001,-0.8768437499999999
"(10, 17)",-25.0,-25.0,-0.823125,-0.9046875
"(9, 17)",-0.8768437499999999,-37.719375,-37.719375,-0.9415312499999999
"(9, 18)",-0.9209859374999998,-0.9794999999999999,-25.0,-25.0
"(9, 19)",-25.0,-0.9869531249999999,-25.0,-25.0
"(12, 17)",-37.66875,-25.0,-0.7640312499999999,-0.7978125
"(13, 17)",-0.8287500000000001,-25.0,-0.7384374999999999,-25.0
"(13, 18)",-0.7725000000000001,-0.7918749999999999,-37.6125,-25.0
"(13, 19)",-0.800625,-0.713125,-0.8585625,-25.0
"(12, 19)",-25.0,-25.0,-0.7612187499999998,-0.8934375
"(13, 20)",-0.7725000000000001,-0.6343749999999999,-25.0,-37.66875
"(8, 15)",-25.0,-25.0,-0.983875,-1.029578125
"(7, 15)",-1.06204140625,-0.983875,-25.0,-1.1107890624999999
"(7, 14)",-1.0670546875,-0.995265625,-25.0,-25.0
"(7, 13)",-1.1267359375,-1.0434859375,-1.073228125,-25.0
"(6, 13)",-25.0,-25.0,-0.94996875,-1.135708515625
"(7, 16)",-1.129,-1.1406015625,-25.0,-25.0
"(7, 17)",-1.0039703125000001,-1.1634320312500002,-37.74215625,-25.0
"(7, 18)",-0.8754375,-1.03084375,-25.0,-25.0
"(7, 19)",-37.6125,-0.9567187500000001,-0.9557500000000001,-37.844953125
"(6, 19)",-44.081875,-37.847625,-0.88375,-1.014953125
"(5, 19)",-1.034640625,-1.0790640625,-1.0091875,-1.093703125
"(5, 20)",-1.029578125,-1.043078125,-25.0,-25.0
"(5, 21)",-37.5,-1.10565625,-25.0,-1.0684468749999998
"(6, 21)",-25.0,-25.0,-1.1379296875,-1.116099140625
"(4, 19)",-25.0,-25.0,-0.800625,-1.0779390625
"(5, 18)",-1.146296875,-1.07134375,-44.301791406250004,-25.0
"(5, 17)",-1.1507757812500001,-37.82090625,-1.09570703125,-25.0
"(3, 19)",-0.831984375,-25.0,-25.0,-0.9529218749999999
"(4, 17)",-25.0,-37.6125,-1.0294375000000002,-1.1550156249999999
"(3, 17)",-25.0,-25.0,-1.2258773437500001,-1.0461578125000002
"(2, 17)",-25.0,-25.0,-1.2277828125,-1.19190234375
"(7, 21)",-37.8234375,-25.0,-1.16512734375,-1.14266171875
"(8, 21)",-25.0,-25.0,-1.1914937499999998,-1.197787421875
"(9, 21)",-25.0,-37.5,-1.2108296875,-25.0
"(3, 20)",-0.92465625,-0.9527812499999999,-44.113234375,-37.5
"(3, 21)",-25.0,-0.9529218749999999,-25.0,-25.0
"(1, 17)",-1.4558965017578127,-37.9604625,-25.0,-1.3091765625
"(1, 18)",-1.469177353515625,-1.4684978710937502,-25.0,-25.0
"(1, 19)",-1.4104825,-1.563491939453125,-38.0375295703125,-25.0
"(1, 20)",-1.35787039453125,-1.53807433984375,-25.0,-25.0
"(1, 21)",-25.0,-1.436217310546875,-25.0,-25.0
"(7, 12)",-1.066421875,-1.14571328125,-25.0,-25.0
"(5, 13)",-25.0,-25.0,-25.0,-0.9328124999999999
"(7, 11)",-1.159515625,-37.6125,-1.086827265625,-25.0
"(6, 11)",-25.0,-25.0,-1.181397578125,-1.10621875
"(5, 11)",-25.0,-25.0,-25.0,-1.18387890625
"(13, 21)",-25.0,-0.7637499999999999,-0.6625,-0.6375
"(14, 21)",-25.0,-37.66875,-0.713125,-0.55
"(15, 21)",-25.0,-0.6625,-0.54375,-25.0
"(12, 21)",-25.0,-25.0,-0.67965625,-0.7921562499999999
"(11, 21)",-37.74215625,-25.0,-25.0,-0.7890625
"(11, 19)",-25.0,-25.0,-37.6125,-0.7918749999999999
"(15, 20)",-0.650625,-0.55,-25.0,-25.0
"(15, 19)",-0.538125,-0.656875,-25.0,-0.60625
"(15, 18)",-0.690625,-0.6625,-25.0,-25.0
"(15, 17)",-0.7384374999999999,-25.0,-25.0,-0.656875
"(16, 17)",-25.0,-25.0,-0.713125,-0.4875
"(17, 17)",-25.0,-25.0,-0.4875,-25.0
"(16, 19)",-25.0,-37.5,-0.54375,-0.60625
"(17, 19)",-25.0,-25.0,-0.594375,-0.55
"(18, 19)",-25.0,-25.0,-0.538125,-0.60625
"(19, 19)",-25.0,-25.0,-0.6,-0.4375
"(20, 19)",-25.0,-25.0,-0.538125,-0.375
"(21, 19)",-0.375,-25.0,-0.25,-25.0
"(21, 20)",-0.25,-0.25,-37.5,-25.0
"(21, 21)",-0.25,0.0,-0.25,-0.25
"(20, 21)",-25.0,-25.0,-0.25,-0.25
"(19, 21)",0.0,-25.0,0.0,-0.25
"(21, 22)",0.0,-0.25,0.0,0.0
"(22, 21)",50.0,0.0,0.0,-50.0
"(22, 22)",0.0,0.0,0.0,0.0
